#{"t_start": 1629205224.2267869, "env_id": null}
r,l,t
-9.777778,3,20.66116
-9.777778,3,20.66116
-0.777778,3,20.676783
-0.777778,3,20.676783
-0.777778,3,20.692406
-0.777778,3,20.70803
-9.777778,3,20.70803
-9.777778,3,20.723653
-9.777778,3,20.723653
-9.777778,3,20.739277
0.444444,5,20.739277
-0.777778,3,20.7549
-0.777778,3,20.7549
-9.666667,4,20.770524
-9.888889,2,20.770524
-9.777778,3,20.786147
-0.777778,3,20.786147
-9.777778,3,20.80177
-0.777778,3,20.80177
-0.777778,3,20.817393
-9.666667,4,20.817393
-9.888889,2,20.833017
-0.777778,3,20.869835
-9.666667,4,20.87096
-9.777778,3,20.886595
-9.666667,4,20.886595
-9.666667,4,20.90892
-0.777778,3,20.91685
-9.888889,2,20.924902
-0.777778,3,20.933915
-0.777778,3,20.944233
-9.777778,3,20.954377
-0.777778,3,20.963673
-9.666667,4,20.974636
-9.666667,4,20.983607
-0.777778,3,20.994576
-0.777778,3,21.005493
-9.777778,3,21.014463
-9.888889,2,21.020454
-0.777778,3,21.029453
-9.777778,3,21.037432
-0.777778,3,21.045401
-9.888889,2,21.051342
-0.777778,3,21.06174
-9.777778,3,21.069672
-0.777778,3,21.07845
-0.777778,3,21.087381
-9.888889,2,21.092349
-9.777778,3,21.100298
-9.666667,4,21.108313
-0.777778,3,21.116338
-9.666667,4,21.125353
-0.777778,3,21.134281
-9.777778,3,21.142389
-9.666667,4,21.150413
-9.777778,3,21.158398
-9.666667,4,21.167352
-9.777778,3,21.175281
-9.777778,3,21.176377
-0.777778,3,21.192044
-9.888889,2,21.192044
-0.777778,3,21.192044
-0.666667,4,21.207699
-0.777778,3,21.248968
-9.777778,3,21.259998
-9.777778,3,21.268669
-9.777778,3,21.277751
-9.888889,2,21.283263
-0.777778,3,21.293217
-9.777778,3,21.301251
-0.777778,3,21.302527
-0.777778,3,21.31815
-9.666667,4,21.31815
-9.777778,3,21.333774
-0.777778,3,21.333774
-0.666667,4,21.349397
-9.666667,4,21.349397
-9.777778,3,21.36502
-0.777778,3,21.36502
-0.777778,3,21.380643
-0.777778,3,21.396272
-9.888889,2,21.396272
-9.888889,2,21.396272
-0.666667,4,21.41189
-9.777778,3,21.41189
-9.888889,2,21.427514
-9.777778,3,21.427514
-9.777778,3,21.443137
-9.777778,3,21.443137
-0.777778,3,21.45876
-9.555556,5,21.45876
-9.777778,3,21.474383
-0.777778,3,21.474383
-9.666667,4,21.490008
-9.666667,4,21.490008
-0.777778,3,21.50563
1.333333,4,21.521253
-0.777778,3,21.521253
-9.666667,4,21.536877
-9.888889,2,21.536877
-0.777778,3,21.536877
-9.777778,3,21.5525
-9.888889,2,21.5525
-0.777778,3,21.568123
-0.777778,3,21.603609
-9.666667,4,21.62165
-0.777778,3,21.630631
-0.777778,3,21.640659
-0.777778,3,21.649608
-9.666667,4,21.651688
-0.777778,3,21.667368
-0.777778,3,21.667368
-0.777778,3,21.683004
-0.777778,3,21.683004
-9.888889,2,21.698642
-0.777778,3,21.698642
-9.777778,3,21.714182
-0.777778,3,21.714182
-0.777778,3,21.729855
-9.666667,4,21.729855
-9.777778,3,21.74547
-9.666667,4,21.74547
-9.666667,4,21.761128
-9.888889,2,21.776727
-0.777778,3,21.776727
-0.666667,4,21.792349
-9.777778,3,21.792349
-0.777778,3,21.807963
-9.666667,4,21.823595
-0.777778,3,21.823595
-0.777778,3,21.83921
1.333333,4,21.83921
-9.555556,5,21.854842
0.444444,5,21.870415
-0.777778,3,21.870415
-9.777778,3,21.886086
-9.777778,3,21.886086
-9.777778,3,21.901704
-9.666667,4,21.901704
-0.777778,3,21.91733
-9.666667,4,21.91733
-0.777778,3,21.932958
-9.666667,4,21.932958
-0.666667,4,21.983461
-9.777778,3,21.992503
-0.666667,4,22.00346
-9.777778,3,22.011443
-9.777778,3,22.019566
-0.777778,3,22.019566
-9.555556,5,22.035234
-0.777778,3,22.035234
-9.777778,3,22.056297
-9.666667,4,22.066228
-9.777778,3,22.074262
-0.777778,3,22.082912
-0.777778,3,22.091933
-9.777778,3,22.099894
-9.777778,3,22.107878
-9.888889,2,22.112868
-0.777778,3,22.121829
-9.777778,3,22.129755
-9.888889,2,22.134787
-0.777778,3,22.14271
-9.555556,5,22.152678
1.333333,4,22.161693
-9.777778,3,22.169818
-0.777778,3,22.17875
-9.777778,3,22.186761
-0.777778,3,22.195683
-9.555556,5,22.20627
-9.666667,4,22.215386
-0.777778,3,22.223373
-9.888889,2,22.226496
-9.555556,5,22.226496
-0.777778,3,22.242172
-9.666667,4,22.242172
-9.777778,3,22.257771
-9.666667,4,22.273368
-0.777778,3,22.273368
-9.777778,3,22.288991
-9.888889,2,22.288991
-0.777778,3,22.304698
-9.888889,2,22.336745
-0.777778,3,22.34776
-0.777778,3,22.356698
-9.777778,3,22.365646
-9.888889,2,22.370691
-9.555556,5,22.380645
-9.777778,3,22.385658
-0.777778,3,22.385658
-0.777778,3,22.401331
-9.666667,4,22.401331
-9.777778,3,22.416946
-9.666667,4,22.432568
-9.555556,5,22.432568
-0.666667,4,22.448208
-0.777778,3,22.448208
-9.777778,3,22.463826
-0.777778,3,22.463826
-0.666667,4,22.479439
-9.777778,3,22.49507
-9.666667,4,22.49507
-9.777778,3,22.510685
-0.777778,3,22.510685
-0.777778,3,22.526327
-0.777778,3,22.526327
-9.666667,4,22.541875
-9.777778,3,22.541875
-0.777778,3,22.557547
-0.777778,3,22.573163
-9.888889,2,22.573163
0.444444,5,22.573163
-9.777778,3,22.588797
-0.777778,3,22.588797
-9.888889,2,22.604371
-0.777778,3,22.604371
-9.888889,2,22.620048
-0.777778,3,22.620048
-9.666667,4,22.635666
-0.777778,3,22.635666
-0.777778,3,22.651287
-9.777778,3,22.651287
-9.777778,3,22.701534
-9.777778,3,22.709042
-9.777778,3,22.718969
-9.888889,2,22.724948
-9.666667,4,22.735183
-9.888889,2,22.735183
-9.777778,3,22.735183
-0.777778,3,22.750849
-0.777778,3,22.750849
1.333333,4,22.766472
-0.777778,3,22.782094
-9.666667,4,22.782094
-9.777778,3,22.797717
-0.777778,3,22.797717
-9.777778,3,22.813301
-0.666667,4,22.828925
-0.777778,3,22.828925
-0.777778,3,22.844596
-0.777778,3,22.844596
-9.555556,5,22.860222
-9.777778,3,22.860222
-0.777778,3,22.87585
-9.777778,3,22.87585
-9.888889,2,22.891457
-9.777778,3,22.891457
-9.888889,2,22.907088
-0.777778,3,22.907088
-9.888889,2,22.907088
-0.777778,3,22.922704
-0.777778,3,22.938355
-9.777778,3,22.938355
-0.777778,3,22.953989
0.444444,5,22.953989
-9.555556,5,22.96963
-0.777778,3,22.96963
-9.777778,3,22.985208
-0.777778,3,22.985208
-0.777778,3,23.000834
-9.888889,2,23.000834
-0.777778,3,23.016452
-9.777778,3,23.016452
-0.777778,3,23.066154
-0.777778,3,23.076088
-9.777778,3,23.086025
-0.777778,3,23.095058
-0.777778,3,23.104086
-9.777778,3,23.112062
-0.666667,4,23.122033
-9.666667,4,23.131
-0.777778,3,23.139968
-9.666667,4,23.148938
-0.777778,3,23.157909
-9.777778,3,23.164888
-9.666667,4,23.17481
-0.777778,3,23.182813
-0.666667,4,23.192762
-0.777778,3,23.200725
-9.777778,3,23.208747
-0.777778,3,23.216719
-0.666667,4,23.226638
-9.666667,4,23.235608
-0.777778,3,23.243622
-9.888889,2,23.248613
-9.555556,5,23.258561
-0.777778,3,23.266547
-9.777778,3,23.274551
-9.555556,5,23.27566
-0.777778,3,23.291326
-9.888889,2,23.291326
-0.777778,3,23.291326
-9.888889,2,23.306943
-0.777778,3,23.306943
-9.555556,5,23.322581
-0.777778,3,23.338195
-9.777778,3,23.338195
-9.777778,3,23.353821
-0.777778,3,23.353821
-9.777778,3,23.369441
-9.777778,3,23.369441
-0.777778,3,23.385064
-9.666667,4,23.422776
-0.777778,3,23.433787
-9.888889,2,23.439796
-9.888889,2,23.445766
-9.666667,4,23.455724
-0.777778,3,23.464677
-9.888889,2,23.467699
-0.777778,3,23.467699
-0.777778,3,23.483368
-0.777778,3,23.483368
-9.777778,3,23.498998
-0.777778,3,23.498998
-9.777778,3,23.514611
-0.777778,3,23.514611
-0.777778,3,23.530193
-9.777778,3,23.545866
-0.777778,3,23.545866
-0.777778,3,23.561489
-9.666667,4,23.561489
-0.777778,3,23.577064
-0.777778,3,23.577064
-9.666667,4,23.592744
-9.555556,5,23.592744
-9.666667,4,23.608309
-0.777778,3,23.623994
-9.777778,3,23.623994
-9.888889,2,23.623994
-0.777778,3,23.639604
-0.777778,3,23.655219
-9.888889,2,23.655219
-0.777778,3,23.655219
-0.777778,3,23.670855
-0.666667,4,23.686446
-9.888889,2,23.686446
-0.777778,3,23.686446
-0.666667,4,23.702099
-9.888889,2,23.702099
-0.777778,3,23.717721
-0.777778,3,23.717721
-9.777778,3,23.733336
-9.666667,4,23.733336
-9.777778,3,23.748927
-9.888889,2,23.780718
-9.888889,2,23.793623
-9.666667,4,23.805488
-9.888889,2,23.810539
-9.777778,3,23.820884
-0.777778,3,23.830246
-9.777778,3,23.834341
-9.777778,3,23.834341
-9.777778,3,23.849974
-0.777778,3,23.849974
-0.777778,3,23.865595
0.444444,5,23.881215
-0.777778,3,23.881215
-0.777778,3,23.89685
-9.666667,4,23.89685
-9.777778,3,23.912473
-0.777778,3,23.912473
-0.666667,4,23.928101
-0.777778,3,23.928101
-9.777778,3,23.943712
-0.777778,3,23.943712
-9.666667,4,23.959295
-9.777778,3,23.974966
-9.888889,2,23.974966
-9.777778,3,23.974966
-0.777778,3,23.990582
-0.777778,3,24.006215
-0.777778,3,24.006215
-9.888889,2,24.006215
-9.666667,4,24.021833
-9.888889,2,24.021833
-9.777778,3,24.037469
-0.666667,4,24.037469
-9.777778,3,24.06043
-9.777778,3,24.068403
-9.666667,4,24.077373
-0.777778,3,24.085346
-9.888889,2,24.091373
-0.777778,3,24.0993
-9.888889,2,24.105296
-0.777778,3,24.113303
-9.666667,4,24.122258
-0.777778,3,24.15774
-9.888889,2,24.16443
-9.888889,2,24.170489
-9.666667,4,24.181507
-9.888889,2,24.187309
-0.777778,3,24.196329
-0.777778,3,24.205294
-9.777778,3,24.212281
-0.777778,3,24.221616
-9.888889,2,24.227557
-9.777778,3,24.235567
0.444444,5,24.24552
-0.777778,3,24.253512
-0.666667,4,24.263486
-0.777778,3,24.272449
-0.666667,4,24.283474
-0.777778,3,24.29439
-9.666667,4,24.303349
-9.666667,4,24.312324
-0.666667,4,24.321286
-0.777778,3,24.327366
-9.777778,3,24.327366
-9.666667,4,24.342992
1.333333,4,24.342992
-0.777778,3,24.358661
-0.777778,3,24.374286
-9.888889,2,24.374286
-9.555556,5,24.389862
-9.666667,4,24.389862
-9.777778,3,24.405528
-9.666667,4,24.405528
-9.777778,3,24.42115
-9.777778,3,24.42115
-0.777778,3,24.43678
-9.666667,4,24.43678
-9.888889,2,24.452401
-0.666667,4,24.452401
-0.777778,3,24.468018
-9.777778,3,24.468018
-0.777778,3,24.50042
-0.777778,3,24.516995
-0.777778,3,24.532681
-0.777778,3,24.532681
-0.777778,3,24.551694
-9.666667,4,24.561704
-9.777778,3,24.57066
-9.555556,5,24.580951
-0.777778,3,24.584165
-0.777778,3,24.584165
-9.888889,2,24.599829
-0.666667,4,24.599829
-0.666667,4,24.61546
-0.777778,3,24.631084
-0.777778,3,24.631084
-9.777778,3,24.646706
-0.777778,3,24.646706
-0.777778,3,24.662319
-0.777778,3,24.662319
-9.666667,4,24.677953
-0.666667,4,24.677953
-0.777778,3,24.693569
-0.777778,3,24.693569
-9.777778,3,24.709194
-0.777778,3,24.724818
-9.888889,2,24.724818
-9.777778,3,24.724818
-0.777778,3,24.740458
-9.777778,3,24.740458
-0.777778,3,24.756066
-9.777778,3,24.756066
-0.777778,3,24.771686
-0.777778,3,24.78731
-0.777778,3,24.78731
-0.777778,3,24.802941
-0.777778,3,24.802941
-0.777778,3,24.818557
-9.777778,3,24.818557
-0.777778,3,24.834191
-9.777778,3,24.834191
-9.666667,4,24.84981
-0.777778,3,24.890716
-0.777778,3,24.901577
-9.555556,5,24.912961
-9.666667,4,24.923357
-0.777778,3,24.932189
-9.666667,4,24.933383
-0.777778,3,24.949006
-0.666667,4,24.949006
-9.666667,4,24.964629
-9.777778,3,24.964629
-9.777778,3,24.980253
-0.666667,4,24.980253
-0.777778,3,24.995907
-9.666667,4,25.011499
-9.888889,2,25.011499
-0.777778,3,25.027123
-0.777778,3,25.027123
-9.777778,3,25.042746
-9.666667,4,25.042746
-9.888889,2,25.059928
-9.777778,3,25.067811
-9.666667,4,25.077778
-9.888889,2,25.082782
-9.777778,3,25.090759
-9.666667,4,25.100716
-9.888889,2,25.105681
-9.777778,3,25.113754
-9.666667,4,25.12285
-9.555556,5,25.132819
-0.777778,3,25.140776
-0.777778,3,25.14976
-0.777778,3,25.157696
-0.777778,3,25.166797
-0.777778,3,25.175766
-9.888889,2,25.180752
-0.777778,3,25.189723
-9.666667,4,25.197701
-0.777778,3,25.206648
-9.666667,4,25.215759
-9.777778,3,25.252532
-0.777778,3,25.263548
-9.555556,5,25.274518
-0.777778,3,25.283393
-0.777778,3,25.292402
-0.777778,3,25.301371
-9.666667,4,25.310337
1.333333,4,25.319304
-0.777778,3,25.328284
-9.777778,3,25.336214
-9.888889,2,25.341303
-0.777778,3,25.350211
-0.777778,3,25.358216
-9.777778,3,25.36711
-9.777778,3,25.37412
-0.777778,3,25.376317
-0.666667,4,25.391976
-9.666667,4,25.391976
-9.888889,2,25.40762
-0.777778,3,25.40762
-0.777778,3,25.423221
-0.666667,4,25.423221
-9.777778,3,25.438867
-9.777778,3,25.438867
-0.777778,3,25.454485
-0.777778,3,25.454485
-0.777778,3,25.47011
-0.777778,3,25.47011
-0.666667,4,25.485714
-9.777778,3,25.501348
-0.777778,3,25.501348
-0.777778,3,25.516962
-9.777778,3,25.516962
-9.666667,4,25.532585
-0.777778,3,25.532585
-0.777778,3,25.548227
-0.777778,3,25.548227
-9.777778,3,25.56386
-9.777778,3,25.56386
-9.555556,5,25.579469
-9.777778,3,26.166278
-9.777778,3,26.417373
-0.777778,3,26.636163
-9.555556,5,26.957703
-9.555556,5,27.169727
-0.666667,4,27.375886
-0.777778,3,27.52229
-0.777778,3,27.541749
-9.777778,3,27.560693
-0.777778,3,27.576327
-0.666667,4,27.591962
-0.777778,3,27.607574
-0.666667,4,27.623198
-0.777778,3,27.639922
-9.777778,3,27.655554
-0.777778,3,27.655554
-0.777778,3,27.671356
-9.555556,5,27.687109
-0.777778,3,27.702732
-0.777778,3,27.718356
-9.888889,2,27.733979
-9.777778,3,27.733979
-9.666667,4,27.749602
-9.777778,3,27.777897
-0.777778,3,27.794201
-0.777778,3,27.808317
-0.777778,3,27.817049
-0.777778,3,27.833664
-0.777778,3,27.865917
-0.777778,3,27.881929
-9.666667,4,27.897552
-9.777778,3,27.951581
-0.777778,3,27.979921
-9.777778,3,28.001556
-9.666667,4,28.029398
-0.777778,3,28.039441
-0.777778,3,28.056356
-9.777778,3,28.078285
-0.777778,3,28.104766
-9.888889,2,28.17869
-9.555556,5,28.208227
-9.888889,2,28.223042
-0.777778,3,28.250357
-0.777778,3,28.281622
-0.777778,3,28.300719
-0.777778,3,28.332126
-9.555556,5,28.34775
-0.777778,3,28.379265
-0.777778,3,28.395054
-0.777778,3,28.410682
-9.777778,3,28.426323
-9.666667,4,28.457554
-0.777778,3,28.473175
-9.666667,4,28.488792
-9.777778,3,28.504374
-0.777778,3,28.521251
-9.777778,3,28.536961
-0.666667,4,28.568176
-9.888889,2,28.583756
-9.777778,3,28.604911
-0.777778,3,28.628861
-9.666667,4,28.652781
-0.777778,3,28.677513
-0.777778,3,28.701634
-0.777778,3,28.732068
-0.777778,3,28.754742
-9.777778,3,28.770385
-9.888889,2,28.786006
-0.777778,3,28.805346
-0.777778,3,28.821982
-9.555556,5,28.831728
-9.777778,3,28.846326
-0.777778,3,28.868131
-0.777778,3,28.88386
-9.777778,3,28.899517
-0.777778,3,28.915141
-9.666667,4,28.930765
-9.777778,3,28.956825
-0.777778,3,28.975887
-9.777778,3,29.035379
-9.777778,3,29.051327
-0.666667,4,29.067369
-9.777778,3,29.075393
-9.666667,4,29.084472
-0.777778,3,29.092518
-0.777778,3,29.108501
-9.888889,2,29.108501
-0.777778,3,29.116509
-9.777778,3,29.1325
-0.777778,3,29.140486
-0.777778,3,29.148485
-9.666667,4,29.156489
-0.777778,3,29.164489
-9.666667,4,29.180475
-9.777778,3,29.188489
-0.777778,3,29.196467
-0.777778,3,29.204481
-0.777778,3,29.212472
-0.777778,3,29.220466
-0.777778,3,29.228711
-0.777778,3,29.244401
-9.555556,5,29.244401
-0.777778,3,29.260421
-0.777778,3,29.260421
-0.777778,3,29.276036
-0.777778,3,29.291661
-0.777778,3,29.291661
-9.666667,4,29.307293
-9.888889,2,29.307293
-9.777778,3,29.322907
-0.777778,3,29.322907
-9.888889,2,29.338493
-0.777778,3,29.338493
-9.666667,4,29.354157
-0.777778,3,29.36974
-9.777778,3,29.385367
-9.666667,4,29.40099
-0.777778,3,29.416656
-9.555556,5,29.447854
1.333333,4,29.522198
-9.777778,3,29.538251
-9.777778,3,29.560941
-0.666667,4,29.576616
-0.777778,3,29.592239
-0.777778,3,29.623487
-0.777778,3,29.639097
-0.777778,3,29.65475
-9.777778,3,29.670353
0.444444,5,29.701601
-0.666667,4,29.717227
-0.777778,3,29.738328
-9.777778,3,29.753994
-0.777778,3,29.769657
-9.777778,3,29.785246
-0.777778,3,29.816495
-0.777778,3,29.832082
-9.777778,3,29.848976
-9.777778,3,29.864609
-9.888889,2,29.880233
-9.777778,3,29.895856
-0.777778,3,29.927126
-0.666667,4,29.942723
-9.777778,3,29.942723
-9.888889,2,29.958345
-9.666667,4,29.958345
-0.777778,3,29.973968
-0.777778,3,29.973968
-9.777778,3,29.989629
-0.777778,3,30.005215
-9.888889,2,30.005215
-0.777778,3,30.020877
-0.777778,3,30.036459
-9.777778,3,30.053649
-0.777778,3,30.072998
-9.666667,4,30.096983
-9.666667,4,30.120981
-0.777778,3,30.136983
-0.666667,4,30.160912
-0.777778,3,30.177151
-9.888889,2,30.193314
-9.666667,4,30.281316
-0.777778,3,30.297262
-0.777778,3,30.310392
-0.777778,3,30.341688
-0.666667,4,30.35732
-9.666667,4,30.388556
-0.777778,3,30.404183
-9.666667,4,30.419813
-0.777778,3,30.435416
-9.777778,3,30.435416
-0.777778,3,30.45104
-9.777778,3,30.466707
-0.777778,3,30.482314
-9.777778,3,30.497959
-0.666667,4,30.529187
-0.666667,4,30.544798
-0.777778,3,30.560441
-9.666667,4,30.576049
-0.777778,3,30.591675
-9.666667,4,30.607325
-9.555556,5,30.638528
-9.666667,4,30.669728
-0.777778,3,30.685396
-9.888889,2,30.701026
-9.777778,3,30.716659
-0.777778,3,30.732221
-9.777778,3,30.747905
-0.777778,3,30.779138
-9.666667,4,30.794756
-9.777778,3,30.810401
-0.666667,4,30.841649
-0.666667,4,30.85726
-0.777778,3,30.872887
-0.777778,3,30.888506
-9.888889,2,30.904162
-9.666667,4,30.919747
-0.777778,3,30.935375
-0.777778,3,30.966614
-9.777778,3,31.043617
-9.888889,2,31.05968
-0.777778,3,31.083728
-0.777778,3,31.091728
-0.777778,3,31.108016
-9.777778,3,31.112176
-9.888889,2,31.120215
-0.777778,3,31.128219
-0.777778,3,31.136208
-9.888889,2,31.144213
-9.777778,3,31.152207
-0.777778,3,31.160197
-0.777778,3,31.176187
-9.777778,3,31.186142
-0.777778,3,31.194136
-9.777778,3,31.201167
-0.777778,3,31.209224
-0.777778,3,31.21837
-0.777778,3,31.226428
-0.777778,3,31.234402
-9.666667,4,31.25041
-9.555556,5,31.258391
-0.777778,3,31.266404
-0.777778,3,31.280907
-0.777778,3,31.288927
-9.888889,2,31.288927
-0.777778,3,31.30493
-0.777778,3,31.314606
-0.777778,3,31.323767
-9.777778,3,31.332087
-9.777778,3,31.332087
-9.666667,4,31.34771
-9.888889,2,31.34771
-9.777778,3,31.363335
-9.777778,3,31.363335
-9.777778,3,31.379013
-0.777778,3,31.379013
-9.777778,3,31.394624
-9.666667,4,31.410238
-9.777778,3,31.410238
-0.777778,3,31.425861
-0.777778,3,31.425861
-9.777778,3,31.441502
-0.777778,3,31.489713
-9.777778,3,31.505743
-9.777778,3,31.525895
-9.666667,4,31.541522
-9.666667,4,31.572816
-9.777778,3,31.588435
1.333333,4,31.619673
-0.777778,3,31.635304
-9.777778,3,31.655447
-9.666667,4,31.671127
-0.777778,3,31.702372
-9.555556,5,31.718005
-0.777778,3,31.733618
-0.777778,3,31.766649
-9.777778,3,31.782316
-0.777778,3,31.797949
-9.666667,4,31.829189
-9.777778,3,31.844815
-0.777778,3,31.860451
-0.777778,3,31.876094
-9.666667,4,31.891681
-0.777778,3,31.922936
-9.666667,4,31.938561
-9.666667,4,31.969759
-9.666667,4,31.985435
-0.777778,3,32.00108
-0.777778,3,32.032254
-0.777778,3,32.050086
-0.777778,3,32.074167
-0.777778,3,32.098151
-0.777778,3,32.114145
0.444444,5,32.138146
-9.777778,3,32.162132
-0.777778,3,32.178345
-9.666667,4,32.19448
-0.777778,3,32.218478
